CustomerTypeId,IsActive,DateOfBirth,CustomerEstablishedDate,CreatedBy,CustomerRelationshipTypeId,PrimaryPhone,SecondaryPhone
Government,TRUE,4/28/1962,12/4/2024,Sales,VIP,(832) 555-0154,
Business,TRUE,1/23/1988,1/24/2021,Sales,Premium,(308) 555-0105,(704) 555-0144
Individual,TRUE,3/24/1979,11/20/2020,Services,Standard,(360) 555-0195,
Individual,TRUE,7/20/1950,7/28/2022,Sales,Premium,(301) 555-0130,
Individual,TRUE,2/18/1984,6/7/2022,Sales,Premium,(254) 555-0117,
Individual,TRUE,1/31/1989,1/29/2025,Services,VIP,(858) 555-0172,
Individual,FALSE,8/13/1986,3/26/2023,Sales,VIP,(205) 555-0162,(310) 555-0152
Business,TRUE,6/21/1950,10/29/2021,Sales,Standard,+91 1000033,(812) 555-0152
Individual,TRUE,4/30/1989,8/1/2024,Sales,Premium,(769) 555-0115,
Individual,TRUE,1/18/1953,9/24/2021,Sales,Standard,(352) 555-0104,
Individual,FALSE,11/28/1959,7/30/2021,Sales,Premium,(603) 555-0101,(706) 555-0150
Individual,TRUE,9/28/1997,6/30/2024,Sales,Standard,(909) 555-0141,
Business,TRUE,1/6/1975,8/9/2024,Sales,Premium,(716) 555-0194,
Business,TRUE,11/15/1960,5/16/2020,Sales,Premium,(347) 555-0162,
Individual,TRUE,12/11/1994,8/24/2024,Sales,VIP,(210) 555-0193,
Individual,TRUE,5/25/1982,3/3/2021,Sales,Premium,(443) 555-0141,
Individual,FALSE,2/3/1998,1/15/2024,Sales,Premium,+86 1000034,
Individual,TRUE,6/13/1959,9/3/2021,Sales,Standard,(276) 555-0173,(301) 555-0194
Individual,TRUE,3/21/1963,2/16/2025,Sales,Standard,+91 1000035,
Individual,TRUE,10/19/1973,6/29/2022,Sales,VIP,(559) 555-0155,(502) 555-0181
Individual,TRUE,4/17/1971,3/29/2022,Sales,VIP,+81 1000036,
Individual,TRUE,4/6/2003,5/20/2020,Services,VIP,+81 1000037,
Individual,TRUE,7/18/1969,1/11/2023,Sales,Standard,(617) 555-0177,
Individual,TRUE,9/4/1926,6/25/2020,Sales,Standard,(731) 555-0194,(305) 555-0183
Individual,TRUE,12/12/1954,7/16/2020,Sales,Standard,(934) 555-0154,(770) 555-0163
Individual,TRUE,4/24/1977,9/15/2021,Sales,VIP,(559) 555-0124,
Individual,TRUE,8/12/1987,5/10/2024,Sales,Premium,(803) 555-0169,
Business,TRUE,12/7/1986,11/21/2021,Sales,Premium,(443) 555-0181,
Individual,TRUE,8/10/1980,12/15/2023,Sales,Standard,(719) 555-0168,
Individual,TRUE,10/25/1954,2/4/2021,Sales,Standard,(601) 555-0187,
Individual,TRUE,9/13/1964,9/17/2024,Sales,Standard,(217) 555-0188,(412) 555-0148
Individual,FALSE,4/18/1965,4/15/2021,Sales,Standard,(269) 555-0154,
Individual,FALSE,5/4/1925,8/5/2020,Sales,VIP,(458) 555-0106,
Individual,TRUE,7/6/1981,7/17/2022,Sales,Standard,(601) 555-0150,
Government,TRUE,8/11/1990,1/25/2025,Sales,VIP,(803) 555-0179,
Individual,TRUE,7/21/1935,10/18/2024,Sales,Standard,(304) 555-0116,
Individual,TRUE,8/14/1964,9/23/2021,Sales,Premium,(208) 555-0126,
Individual,TRUE,5/18/1950,8/8/2022,Sales,Premium,(270) 555-0124,
Individual,TRUE,10/5/1985,6/24/2022,Sales,Standard,+33 1000038,
Individual,TRUE,3/25/1989,6/23/2020,Sales,Standard,+91 1000039,(925) 555-0115
Government,TRUE,9/29/1938,1/23/2020,Sales,Standard,(662) 555-0123,(310) 555-0194
Individual,TRUE,5/4/1958,10/14/2024,Sales,Premium,(507) 555-0197,
Government,TRUE,7/22/1951,8/22/2020,Sales,Standard,(386) 555-0137,
Government,TRUE,8/29/1991,11/2/2022,Services,Premium,(419) 555-0147,
Individual,TRUE,10/11/1980,1/29/2023,Sales,Standard,(708) 555-0193,
Individual,TRUE,1/17/1986,7/17/2022,Sales,Premium,+49 1000040,
Individual,TRUE,6/2/1962,4/8/2024,Sales,Standard,+61 1000041,
Individual,TRUE,5/2/1987,3/14/2025,Sales,Standard,+91 1000042,
Individual,TRUE,2/10/1951,6/6/2021,Sales,Standard,+86 1000043,+86 2000008
Individual,TRUE,3/29/1960,12/13/2024,Sales,Premium,(727) 555-0134,(229) 555-0171
Individual,TRUE,8/15/1996,1/15/2024,Sales,VIP,+61 1000044,
Individual,TRUE,3/19/1998,3/6/2021,Services,Standard,(208) 555-0126,
Business,TRUE,7/21/1976,3/3/2022,Sales,VIP,+61 1000045,
Individual,TRUE,4/22/2004,6/17/2024,Services,Standard,(414) 555-0140,(256) 555-0192
Business,FALSE,5/15/1968,10/2/2024,Sales,Premium,(701) 555-0162,
Individual,FALSE,11/29/1980,6/16/2021,Sales,Premium,(714) 555-0180,(954) 555-0179
Individual,TRUE,12/26/1950,2/18/2025,Sales,Standard,(312) 555-0195,
Individual,TRUE,9/24/2006,9/5/2022,Sales,Standard,+49 1000046,(818) 555-0192
Individual,TRUE,12/1/2000,10/12/2024,Sales,Standard,(878) 555-0160,(636) 555-0130
Business,TRUE,6/7/1973,8/2/2024,Sales,Standard,(929) 555-0123,
Business,FALSE,11/18/1983,8/9/2023,Sales,Premium,(314) 555-0177,
Business,TRUE,3/11/2003,3/20/2022,Sales,Standard,(405) 555-0169,
Individual,TRUE,8/24/1998,7/1/2022,Sales,Premium,(314) 555-0135,
Individual,TRUE,4/5/1967,1/29/2023,Sales,Standard,(405) 555-0102,(803) 555-0171
Business,TRUE,9/15/1953,3/5/2024,Sales,Standard,(716) 555-0131,
Business,TRUE,8/18/1962,8/20/2023,Sales,Premium,+39 1000047,
Government,TRUE,6/12/1988,5/20/2022,Sales,Standard,(201) 555-0133,(951) 555-0157
Individual,TRUE,3/13/1992,6/23/2021,Sales,Standard,(832) 555-0177,(551) 555-0186
Individual,FALSE,11/8/1932,10/20/2022,Sales,Premium,(440) 555-0181,
Business,FALSE,1/23/1980,4/25/2024,Sales,Standard,(719) 555-0124,(347) 555-0105
Individual,TRUE,12/16/1971,10/10/2023,Services,VIP,(769) 555-0177,
Government,TRUE,6/14/2004,8/19/2023,Sales,Premium,+39 1000048,
Business,TRUE,9/12/1976,2/28/2024,Sales,Premium,(859) 555-0121,
Individual,TRUE,1/31/1953,8/8/2024,Sales,Premium,(928) 555-0149,
Business,TRUE,5/30/1955,11/26/2024,Sales,Standard,(504) 555-0142,
Business,TRUE,12/6/2004,8/14/2020,Sales,Standard,(559) 555-0103,(469) 555-0123
Individual,TRUE,7/27/1923,6/13/2023,Sales,Standard,(407) 555-0188,(769) 555-0100
Government,TRUE,1/4/2005,5/22/2022,Sales,Standard,(606) 555-0163,+91 2000009
Individual,TRUE,10/30/1974,6/10/2022,Sales,VIP,(475) 555-0136,(785) 555-0185
Business,TRUE,12/29/1973,1/18/2024,Services,Premium,(731) 555-0141,
Individual,FALSE,2/6/1970,11/2/2022,Sales,Premium,(915) 555-0199,(239) 555-0173
Business,TRUE,9/11/1964,7/28/2020,Sales,Premium,(775) 555-0121,
Individual,TRUE,12/9/1938,1/10/2022,Sales,Standard,(617) 555-0137,
Individual,FALSE,6/3/1974,1/31/2021,Sales,VIP,(435) 555-0117,
Government,TRUE,10/16/1978,1/28/2023,Services,Premium,(435) 555-0100,(763) 555-0115
Individual,FALSE,10/30/1952,1/31/2020,Sales,Premium,(909) 555-0181,
Individual,TRUE,4/2/1973,6/16/2022,Sales,Standard,(325) 555-0131,
Government,TRUE,2/26/1961,3/31/2024,Sales,Standard,(478) 555-0154,
Government,TRUE,6/17/1985,10/10/2021,Sales,Standard,(360) 555-0161,
Individual,TRUE,11/3/1997,11/24/2020,Sales,Standard,(414) 555-0187,
Individual,TRUE,2/2/1992,4/4/2023,Sales,Standard,(215) 555-0155,
Individual,TRUE,12/15/1952,1/22/2024,Sales,Standard,(504) 555-0142,(469) 555-0140
Individual,TRUE,4/28/1999,1/19/2025,Sales,VIP,(405) 555-0117,
Individual,TRUE,7/31/1927,8/9/2022,Sales,Standard,+49 1000049,
Individual,FALSE,9/15/1950,1/28/2023,Sales,Standard,(727) 555-0166,+81 2000010
Business,FALSE,3/25/1987,9/12/2021,Sales,Standard,(603) 555-0106,
Business,TRUE,4/14/1962,2/21/2025,Sales,Standard,(720) 555-0167,+33 2000011
Business,TRUE,7/9/1933,4/11/2023,Sales,Premium,+39 1000050,
Individual,TRUE,2/19/1995,11/7/2024,Sales,Standard,+34 1000051,+33 2000012
Individual,TRUE,11/23/1923,6/10/2020,Sales,Standard,(210) 555-0146,
Individual,FALSE,8/14/1974,10/17/2024,Services,Premium,(708) 555-0150,(715) 555-0155
Individual,TRUE,5/8/1972,2/14/2022,Sales,Standard,(228) 555-0187,(270) 555-0154
Individual,TRUE,11/20/1989,7/10/2023,Sales,Premium,(339) 555-0153,(339) 555-0168
Business,TRUE,8/14/1968,1/1/2025,Sales,Standard,(239) 555-0146,(479) 555-0152
Individual,TRUE,6/16/1927,9/30/2020,Sales,Standard,(712) 555-0154,
Individual,TRUE,3/3/1962,10/23/2022,Sales,VIP,(334) 555-0129,(650) 555-0117
Individual,FALSE,12/20/1999,11/17/2022,Sales,Standard,(773) 555-0128,
Business,TRUE,9/27/1936,11/21/2020,Sales,Premium,(304) 555-0197,
Individual,TRUE,12/19/1951,7/28/2022,Services,Standard,(618) 555-0117,
Individual,TRUE,8/6/1994,3/18/2023,Sales,Premium,(929) 555-0137,
Individual,FALSE,8/17/1972,6/23/2021,Sales,Standard,(763) 555-0155,(412) 555-0116
Business,FALSE,8/20/1975,5/2/2021,Sales,VIP,(320) 555-0118,
Individual,TRUE,5/3/1997,4/1/2022,Sales,Standard,(973) 555-0100,
Business,TRUE,9/4/1994,1/1/2024,Sales,Premium,(732) 555-0136,
Business,TRUE,8/2/1980,12/24/2022,Sales,Standard,(802) 555-0120,
Individual,TRUE,6/9/1962,12/21/2020,Sales,Standard,+61 1000052,(845) 555-0113
Individual,FALSE,1/16/1927,4/5/2024,Sales,Standard,(339) 555-0199,
Government,TRUE,11/14/1973,6/29/2023,Sales,Standard,+44 1000053,
Individual,TRUE,5/16/1987,8/22/2020,Sales,Standard,(234) 555-0106,
Individual,TRUE,12/1/2005,8/14/2020,Sales,Premium,(480) 555-0178,(857) 555-0140
Business,TRUE,9/4/1999,3/28/2024,Sales,Premium,+39 1000054,
Government,TRUE,8/1/1974,8/29/2023,Sales,Premium,(218) 555-0170,
Government,TRUE,8/12/1985,2/18/2020,Sales,Standard,(202) 555-0109,
Business,TRUE,9/19/1936,4/27/2020,Sales,Standard,(407) 555-0111,
Individual,TRUE,6/8/1979,2/23/2020,Sales,VIP,(970) 555-0183,
Individual,TRUE,4/25/1944,7/31/2024,Sales,Standard,(847) 555-0157,
Business,TRUE,7/7/2004,7/18/2021,Sales,Standard,(308) 555-0196,
Individual,TRUE,6/12/2004,12/3/2022,Sales,Standard,(307) 555-0126,
Individual,TRUE,12/2/1986,1/12/2025,Sales,VIP,(270) 555-0154,
Government,TRUE,7/9/1981,2/22/2020,Sales,VIP,(712) 555-0168,
Individual,TRUE,6/6/1985,5/28/2024,Sales,Standard,(319) 555-0196,+91 2000013
Individual,TRUE,1/29/1990,7/11/2021,Sales,Standard,(980) 555-0179,
Individual,TRUE,11/8/1982,3/28/2024,Sales,Premium,(614) 555-0134,
Individual,TRUE,1/25/1966,8/27/2024,Sales,Standard,(267) 555-0196,
Individual,FALSE,3/8/1959,1/30/2023,Services,Standard,+81 1000055,(505) 555-0177
Individual,TRUE,4/24/1960,12/20/2024,Sales,Standard,(260) 555-0130,
Individual,TRUE,1/14/1970,11/28/2024,Sales,Standard,(475) 555-0100,
Individual,TRUE,11/20/2000,2/15/2025,Sales,Premium,(703) 555-0195,
Business,TRUE,7/21/1982,5/17/2022,Services,Premium,+55 1000056,
Individual,TRUE,11/22/1966,2/1/2021,Sales,Standard,(812) 555-0129,(660) 555-0179
Government,TRUE,8/5/1941,3/7/2023,Sales,Premium,(530) 555-0159,
Individual,TRUE,8/21/1991,11/5/2021,Sales,VIP,(385) 555-0162,
Individual,TRUE,7/9/1969,1/21/2021,Sales,Premium,(757) 555-0155,
Business,TRUE,3/11/1997,4/20/2020,Sales,Premium,(260) 555-0114,(770) 555-0157
Individual,TRUE,1/8/1962,9/5/2021,Sales,Premium,(952) 555-0180,(727) 555-0177
Government,TRUE,8/8/1996,1/17/2020,Services,Premium,(714) 555-0157,
Individual,TRUE,12/29/1963,12/8/2024,Sales,Premium,(978) 555-0170,(440) 555-0104
Government,TRUE,10/7/1963,4/20/2023,Sales,VIP,(417) 555-0186,+91 2000014
Individual,TRUE,8/25/1945,6/2/2022,Sales,Standard,(754) 555-0173,(347) 555-0129
Business,TRUE,7/17/1985,4/8/2024,Sales,Standard,(678) 555-0142,(712) 555-0129
Individual,TRUE,2/2/1990,6/24/2021,Sales,Standard,(303) 555-0144,(203) 555-0145
Government,TRUE,4/18/1975,6/19/2020,Sales,VIP,(513) 555-0196,
Individual,FALSE,12/8/1961,2/12/2021,Sales,Premium,(815) 555-0156,
Individual,TRUE,12/26/1975,1/9/2022,Sales,Standard,(571) 555-0167,
Government,TRUE,7/2/1967,11/2/2023,Sales,Standard,+34 1000057,(559) 555-0160
Individual,TRUE,10/2/1967,4/26/2023,Sales,Premium,(430) 555-0139,(256) 555-0146
Individual,TRUE,10/14/1995,5/7/2022,Sales,Premium,(607) 555-0117,
Individual,TRUE,9/25/1954,8/17/2020,Sales,Standard,+86 1000058,
Individual,TRUE,4/6/2005,1/30/2025,Sales,Premium,(930) 555-0141,
Individual,FALSE,6/3/2006,2/18/2025,Sales,Premium,(463) 555-0144,
Individual,TRUE,2/17/1968,4/28/2020,Sales,Standard,(380) 555-0113,
Government,FALSE,3/11/1996,3/25/2023,Services,Premium,(806) 555-0103,
Individual,TRUE,10/5/1963,2/22/2022,Sales,Premium,+39 1000059,(956) 555-0170
Individual,TRUE,9/23/1959,9/6/2024,Sales,Premium,(310) 555-0108,(203) 555-0125
Government,TRUE,12/21/1970,4/9/2021,Sales,Standard,(615) 555-0114,
Business,FALSE,4/3/1990,4/13/2020,Sales,Premium,(862) 555-0118,
Individual,TRUE,5/6/1999,6/15/2024,Sales,VIP,(248) 555-0188,
Individual,FALSE,2/3/1964,11/28/2021,Sales,Premium,(662) 555-0191,
Individual,TRUE,9/23/1964,12/23/2024,Sales,Standard,(704) 555-0102,
Individual,TRUE,10/27/1960,3/5/2024,Sales,VIP,(931) 555-0116,
Individual,FALSE,12/1/1972,9/12/2024,Sales,Standard,(401) 555-0148,
Individual,TRUE,8/28/1974,9/1/2024,Sales,Premium,(561) 555-0148,+33 2000015
Individual,TRUE,5/24/2004,9/18/2024,Sales,Standard,(737) 555-0151,(309) 555-0143
Individual,TRUE,4/19/1961,6/23/2020,Sales,Standard,(510) 555-0106,
Government,FALSE,12/3/1990,10/23/2024,Sales,Premium,(716) 555-0153,(903) 555-0129
Government,FALSE,11/30/1977,1/14/2022,Sales,VIP,(313) 555-0124,
Individual,TRUE,6/5/1959,8/24/2024,Sales,VIP,(601) 555-0157,+39 2000016
Individual,TRUE,4/24/1960,12/15/2023,Sales,Premium,(564) 555-0115,
Individual,FALSE,4/17/1949,3/3/2023,Sales,Standard,(361) 555-0177,
Business,TRUE,8/24/2003,11/15/2023,Sales,Premium,(419) 555-0177,
Individual,TRUE,4/26/1997,10/25/2024,Sales,Premium,(248) 555-0144,(302) 555-0195
Individual,FALSE,11/27/1954,3/4/2024,Sales,Premium,(351) 555-0125,
Government,TRUE,6/27/1958,10/26/2021,Sales,Standard,+44 1000060,
Business,TRUE,10/5/1955,2/2/2020,Sales,VIP,+44 1000061,
Government,TRUE,10/28/1971,2/24/2020,Sales,VIP,(785) 555-0197,(650) 555-0132
Business,FALSE,6/4/1985,6/2/2021,Sales,VIP,(607) 555-0127,
Individual,FALSE,1/29/1941,1/25/2022,Sales,Standard,(341) 555-0172,
Individual,FALSE,4/17/1961,1/22/2025,Sales,Standard,(760) 555-0122,(248) 555-0195
Government,TRUE,6/4/1960,7/19/2024,Sales,Premium,(559) 555-0183,(803) 555-0168
