CustomerId,CustomerTypeId,CustomerRelationshipTypeId,DateOfBirth,CustomerEstablishedDate,IsActive,FirstName,LastName,Gender,PrimaryPhone,SecondaryPhone,PrimaryEmail,SecondaryEmail,CreatedBy
CID-196,Individual,Standard,1989-01-23,2020-10-14,True,Tanja,Jerman,Female,(740) 555-0151,,tanja@contoso.com,tanja@fabrikam.com,Sales
CID-197,Business,Premier,1952-01-03,2021-03-23,True,Riley,Johnson,Male,(747) 555-0194,,riley@contoso.com,riley@fabrikam.com,Sales
CID-198,Business,Premier,1966-07-21,2021-01-24,True,Natasha,Jones,Female,(317) 555-0186,,natasha@contoso.com,,Sales
CID-199,Business,SMB,1951-05-15,2018-10-21,True,Karl,Kadenbach,Male,(703) 555-0129,(864) 555-0297,karl@contoso.com,karl@fabrikam.com,Sales
CID-200,Business,SMB,1992-11-10,2018-07-28,True,Jacek,Kalinowski,Male,(571) 555-0153,(207) 555-0279,jacek@contoso.com,,Sales
CID-201,Individual,Standard,1986-09-30,2021-09-28,True,Daniela,Kanepa,Female,(201) 555-0143,,daniela@contoso.com,,Sales
CID-202,Individual,Standard,1964-07-21,2021-01-16,True,Niklavs,Kaneps,Male,(813) 555-0174,(919) 555-0268,niklavs@contoso.com,,Sales
CID-203,Individual,VIP,1957-06-29,2020-03-28,True,Havva,Kara,Female,(440) 555-0179,(510) 555-0281,havva@contoso.com,,Services
CID-204,Business,Premier,1950-11-07,2019-01-25,True,Pinar,Karaca,Female,(915) 555-0131,,pinar@contoso.com,,Sales
CID-205,Individual,VIP,1953-03-04,2018-11-21,True,Gregor,Kastelic,Male,(925) 555-0111,,gregor@contoso.com,,Sales
CID-206,Individual,Standard,1957-07-13,2020-07-28,True,Ilga,Kaulina,Male,(843) 555-0177,,ilga@contoso.com,,Sales
CID-207,Individual,Premium,1959-05-01,2020-06-07,True,Rok,Kavcic,Male,(364) 555-0126,,rok@contoso.com,,Services
CID-208,Individual,VIP,1990-08-01,2021-03-26,True,Ibrahim,Kaya,Male,(717) 555-0111,,ibrahim@contoso.com,,Sales
CID-209,Individual,Standard,1958-07-04,2019-10-30,True,Faruk,Keskin,Male,(479) 555-0141,(505) 555-0254,faruk@contoso.com,,Sales
CID-210,Individual,Standard,1997-12-05,2019-09-25,True,Xaver,Kiefer,Male,(717) 555-0110,,xaver@contoso.com,,Sales
CID-211,Individual,Premium,1967-05-08,2019-07-31,True,Ramazan,Kilic,Male,(469) 555-0142,,ramazan@contoso.com,ramazan@fabrikam.com,Sales
CID-212,Individual,Premium,1949-03-22,2018-04-17,True,Madison,Kim,Female,(929) 555-0196,(845) 555-0213,madison@contoso.com,,Sales
CID-213,Individual,Premium,1996-06-06,2018-05-17,True,Adrian,King,Female,(804) 555-0184,,adrian@contoso.com,,Sales
CID-214,Individual,Standard,1955-02-06,2019-03-04,True,William,Kirby,Male,(320) 555-0105,(828) 555-0264,william@contoso.com,,Sales
CID-215,Business,Premier,1965-07-30,2019-09-04,True,Beatrise,Klavina,Female,(464) 555-0136,,beatrise@contoso.com,,Sales
CID-216,Individual,Standard,1977-12-26,2020-06-29,True,Berend,Klein,Male,(719) 555-0153,,berend@contoso.com,,Sales
CID-217,Individual,Standard,1933-09-23,2020-03-29,True,Mojca,Klemencic,Female,(737) 555-0148,(931) 555-0281,mojca@contoso.com,,Sales
CID-218,Business,SMB,1969-09-23,2018-05-21,True,Friedrich,Knerich,Male,(813) 555-0110,,friedrich@contoso.com,,Sales
CID-219,Individual,Premium,1982-12-08,2021-01-11,True,Jozefa,Knez,Female,(607) 555-0165,(714) 555-0232,jozefa@contoso.com,,Sales
CID-220,Business,Premier,1983-07-28,2018-06-26,True,Carla,Kobusch,Female,(336) 555-0182,,carla@contoso.com,,Services
CID-221,Individual,Premium,1924-05-20,2018-07-17,True,Mahmut,Koc,Male,(616) 555-0116,,mahmut@contoso.com,,Sales
CID-222,Individual,Standard,1934-01-25,2019-09-16,True,Dominique,Koch,Male,(207) 555-0118,,dominique@contoso.com,,Sales
CID-223,Individual,VIP,1979-06-22,2019-11-22,True,Vlasta,Koci,Female,(708) 555-0127,(443) 555-0297,vlasta@contoso.com,,Sales
CID-224,Individual,Standard,1960-01-21,2021-12-15,True,Lilly,Koenig,Female,(281) 555-0136,,lilly@contoso.com,,Sales
CID-225,Individual,Premium,1961-04-02,2019-02-05,True,Eggert,Kohler,Male,(858) 555-0167,,eggert@contoso.com,eggert@fabrikam.com,Services
CID-226,Individual,Standard,1963-01-23,2019-04-16,True,Tomas,Kohout,Male,(775) 555-0189,,tomas@contoso.com,,Sales
CID-227,Government,Local,1997-09-21,2018-08-06,True,Marija,Kolar,Female,(682) 555-0142,,marija@contoso.com,,Sales
CID-228,Individual,Premium,1990-01-11,2020-07-17,True,Petr,Konecny,Male,(630) 555-0157,,petr@contoso.com,,Sales
CID-229,Business,SMB,1976-10-04,2019-09-24,True,Vera,Kopecka,Female,(919) 555-0151,(252) 555-0234,vera@contoso.com,,Sales
CID-230,Individual,Premium,1993-03-22,2020-08-08,True,Irena,Koren,Female,(323) 555-0131,,irena@contoso.com,,Sales
CID-231,Business,SMB,1977-12-05,2020-06-24,True,Safak,Korkmaz,Male,(475) 555-0199,(832) 555-0254,safak@contoso.com,,Sales
CID-232,Individual,Standard,1987-01-10,2018-06-24,True,Stanislav,Korosec,Male,(862) 555-0159,,stanislav@contoso.com,,Sales
CID-233,Individual,VIP,1954-03-30,2018-01-23,True,Jozi,Kos,Male,(409) 555-0157,,jozi@contoso.com,,Sales
CID-234,Individual,Standard,1969-06-03,2018-08-23,True,Maja,Kosir,Female,(872) 555-0198,,maja@contoso.com,,Sales
CID-235,Individual,Premium,1947-09-15,2020-11-02,True,Robert,Kotnik,Male,(845) 555-0155,,robert@contoso.com,,Sales
CID-236,Business,Partner,1997-11-02,2021-01-29,True,Andrej,Kovac,Male,(952) 555-0100,(609) 555-0263,andrej@contoso.com,,Sales
CID-237,Individual,Premium,1985-04-18,2020-07-17,True,Anton,Kovacic,Male,(770) 555-0147,,anton@contoso.com,,Sales
CID-238,Individual,Standard,1974-02-25,2019-06-07,True,Adrian,Kowalczyk,Male,(985) 555-0196,,adrian@contoso.com,,Sales
CID-239,Individual,VIP,1966-04-14,2019-03-07,True,Beata,Kowalska,Female,(765) 555-0103,,beata@contoso.com,,Sales
CID-240,Individual,Premium,1983-06-14,2020-03-03,True,Zdenka,Kozakova,Female,(571) 555-0115,,zdenka@contoso.com,,Services
CID-241,Government,Local,1996-03-09,2019-06-17,True,Jan,Kozlowski,Male,(708) 555-0175,,jan@contoso.com,,Services
CID-242,Government,Local,1986-05-02,2020-09-05,True,Ivan,Krajnc,Male,(959) 555-0187,(469) 555-0222,ivan@contoso.com,,Services
CID-243,Government,State,1965-04-25,2021-08-09,True,Branko,Kralj,Male,(585) 555-0124,,branko@contoso.com,,Services
CID-244,Individual,Premium,1954-12-12,2020-03-20,True,Elsa,Kramer,Female,(972) 555-0166,(415) 555-0246,elsa@contoso.com,,Sales
CID-245,Individual,Premium,1933-04-18,2020-07-01,True,Edna,Krastina,Female,(865) 555-0123,(651) 555-0206,edna@contoso.com,,Sales
CID-246,Government,Federal,1993-11-30,2021-12-29,True,Ralf,Krause,Male,(510) 555-0172,,ralf@contoso.com,,Services
CID-247,Individual,Premium,1976-03-31,2021-08-20,True,Joanna,Krawczyk,Female,(949) 555-0119,,joanna@contoso.com,,Sales
CID-248,Government,Local,1980-02-10,2020-05-20,True,Alex,Krejci,Female,(212) 555-0182,(571) 555-0256,alex@contoso.com,alex@fabrikam.com,Services
CID-249,Government,Local,1988-02-29,2019-06-24,True,Ella,Kreslina,Male,(610) 555-0104,,ella@contoso.com,,Services
CID-250,Business,SMB,1984-09-23,2020-10-20,True,Agrita,Krieva,Male,(725) 555-0157,,agrita@contoso.com,agrita@fabrikam.com,Sales
CID-251,Individual,Premium,1964-05-09,2021-10-10,True,Darta,Krievina,Male,(951) 555-0179,,darta@contoso.com,,Sales
CID-252,Individual,Standard,1953-03-07,2021-08-19,True,Ronalds,Krievins,Male,(504) 555-0114,,ronalds@contoso.com,,Sales
CID-253,Business,SMB,1966-04-04,2018-08-15,True,Heiko,Krueger,Male,(628) 555-0175,(463) 555-0291,heiko@contoso.com,,Sales
CID-254,Individual,Premium,1929-05-07,2021-06-13,True,Beatrise,Kruze,Female,(475) 555-0152,,beatrise@contoso.com,beatrise@fabrikam.com,Sales
CID-255,Individual,VIP,1970-04-04,2020-05-22,True,Ondrej,Kubat,Male,(307) 555-0125,,ondrej@contoso.com,,Services
CID-256,Individual,Standard,1960-02-05,2020-06-10,True,Marcela,Kubatova,Female,(667) 555-0133,(989) 555-0205,marcela@contoso.com,,Sales
CID-257,Government,State,1964-07-27,2020-11-02,True,Adrianna,Kucharska,Female,(575) 555-0186,,adrianna@contoso.com,,Services
CID-258,Individual,Standard,1985-07-05,2018-07-29,True,Andrzej,Kucharski,Male,(562) 555-0186,(386) 555-0213,andrzej@contoso.com,andrzej@fabrikam.com,Sales
CID-259,Individual,Premium,1994-07-02,2020-01-11,True,Franciska,Kuhar,Female,(678) 555-0154,(908) 555-0298,franciska@contoso.com,,Sales
CID-260,Individual,Standard,1978-06-06,2019-02-01,True,Alida,Kundzina,Female,(551) 555-0188,(225) 555-0217,alida@contoso.com,,Sales
CID-261,Individual,Standard,1989-07-26,2021-01-28,True,Conrad,Kutzsche,Male,(341) 555-0129,,conrad@contoso.com,,Sales
CID-262,Government,State,1994-01-13,2018-01-31,True,Hanna,Kwiatkowska,Female,(607) 555-0188,,hanna@contoso.com,,Services
CID-263,Individual,Standard,1949-05-21,2019-01-21,False,Maureen,Labrecque,Female,(508) 555-0185,(269) 555-0261,maureen@contoso.com,,Sales
CID-264,Individual,Standard,1954-04-17,2019-10-11,True,Alain,Lacombe,Male,(980) 555-0114,,alain@contoso.com,,Sales
CID-265,Business,Premier,1988-05-20,2018-11-25,True,Gilbert,Lacroix,Male,(865) 555-0151,(530) 555-0297,gilbert@contoso.com,gilbert@fabrikam.com,Sales
CID-266,Business,Premier,1946-10-30,2021-04-04,True,Katja,Lah,Female,(240) 555-0120,,katja@contoso.com,,Sales
CID-267,Individual,Premium,1947-12-18,2020-08-09,True,Theodore,Lamy,Male,(360) 555-0146,,theodore@contoso.com,,Sales
CID-268,Business,Premier,1958-04-29,2021-01-28,True,Anna,Lange,Female,(423) 555-0117,,anna@contoso.com,,Sales
CID-269,Individual,Premium,1978-10-13,2019-09-13,True,Aisma,Lapsa,Male,(607) 555-0191,,aisma@contoso.com,aisma@fabrikam.com,Services
CID-270,Individual,Standard,1982-08-09,2021-04-11,True,Andre,Lawson,Male,(813) 555-0185,,andre@contoso.com,,Sales
CID-271,Business,SMB,1944-12-16,2018-06-11,True,Denise,Lebatelier,Female,(609) 555-0163,,denise@contoso.com,,Sales
CID-272,Business,SMB,1989-02-26,2020-02-15,True,Bernadette,Leblanc,Female,(302) 555-0109,,bernadette@contoso.com,,Sales
CID-273,Business,Partner,1959-05-28,2021-07-10,True,Mikaela,Lee,Female,(703) 555-0171,(832) 555-0254,mikaela@contoso.com,,Sales
CID-274,Government,State,1965-08-27,2018-10-01,True,Kayla,Lewis,Female,(754) 555-0160,,kayla@contoso.com,,Services
CID-275,Individual,Standard,1950-01-28,2018-01-03,True,Aleksandra,Lice,Female,(719) 555-0104,,aleksandra@contoso.com,,Sales
CID-276,Individual,Premium,1954-03-05,2020-11-17,True,Geraint,Llwyd,Male,(843) 555-0152,,geraint@contoso.com,,Sales
CID-277,Business,Partner,1998-07-05,2018-11-22,True,Valeria,Lo Duca,Female,(276) 555-0155,,valeria@contoso.com,,Services
CID-278,Individual,Standard,1991-09-23,2020-07-28,True,Ernst,Loetzsch,Male,(843) 555-0192,(312) 555-0238,ernst@contoso.com,,Services
CID-279,Business,SMB,1954-03-24,2018-05-29,True,Palmira,Loggia,Female,(731) 555-0172,,palmira@contoso.com,,Sales
CID-280,Business,SMB,1982-05-20,2019-06-24,True,Francesca,Lombo,Female,(325) 555-0101,,francesca@contoso.com,,Sales
CID-281,Business,Premier,1968-04-11,2019-05-03,True,Markus,Long,Male,(715) 555-0150,,markus@contoso.com,,Sales
CID-282,Individual,Standard,1927-07-19,2020-04-01,True,Gerardina,Longo,Female,(254) 555-0110,,gerardina@contoso.com,,Sales
CID-283,Individual,VIP,1956-10-05,2020-12-24,True,Eugenia,Lopez,Female,(480) 555-0175,(217) 555-0203,eugenia@contoso.com,,Sales
CID-284,Individual,VIP,1967-08-10,2018-12-22,True,Lacombe,Luc,Male,(419) 555-0176,,lacombe@contoso.com,,Sales
CID-285,Individual,Premium,1967-12-17,2021-06-29,True,Noemi,Lucchesi,Female,(803) 555-0193,,noemi@contoso.com,,Sales
CID-286,Individual,Premium,1959-09-09,2018-08-23,True,Nikolajs,Lusis,Male,(469) 555-0194,,nikolajs@contoso.com,,Sales
CID-287,Individual,VIP,1949-03-17,2018-08-15,True,Courtney,Lynch,Female,(713) 555-0184,,courtney@contoso.com,,Services
CID-288,Individual,Premium,1995-09-09,2021-08-29,True,Jan,Macek,Male,(708) 555-0133,(443) 555-0251,jan@contoso.com,,Sales
CID-289,Individual,Standard,1923-02-10,2018-02-18,True,Jakub,Maciejewski,Male,(862) 555-0130,,jakub@contoso.com,,Sales
CID-290,Individual,Premium,1987-11-08,2018-04-28,True,Terezija,Majcen,Female,(316) 555-0188,,terezija@contoso.com,,Sales
CID-291,Individual,Premium,1986-05-31,2018-02-23,True,Filip,Majewski,Male,(401) 555-0100,,filip@contoso.com,,Sales
CID-292,Individual,Standard,1967-12-02,2019-07-19,True,Luis,Mamani,Male,(937) 555-0139,,luis@contoso.com,,Sales
CID-293,Business,Premier,1984-01-08,2020-12-03,False,Thomas,Margand,Male,(463) 555-0100,,thomas@contoso.com,,Sales
CID-294,Individual,VIP,1990-09-08,2018-02-22,True,Marie,Markova,Female,(864) 555-0162,(484) 555-0273,marie@contoso.com,,Services
CID-295,Individual,VIP,1974-02-22,2019-07-12,True,Henri,Marquis,Male,(706) 555-0141,(475) 555-0207,henri@contoso.com,,Sales
CID-296,Individual,Premium,1979-05-12,2021-01-30,True,Blake,Martin,Male,(769) 555-0121,,blake@contoso.com,,Sales
CID-297,Business,SMB,1953-01-24,2018-01-08,True,Violet,Martinez,Female,(636) 555-0198,,violet@contoso.com,,Sales
CID-298,Individual,VIP,1923-07-17,2020-05-17,True,Calimero,Mazzanti,Male,(765) 555-0107,(509) 555-0210,calimero@contoso.com,,Sales
CID-299,Individual,Premium,1952-02-21,2019-02-02,True,Parker,McLean,Male,(717) 555-0146,(630) 555-0212,parker@contoso.com,,Sales
CID-300,Individual,Standard,1978-08-14,2021-03-07,True,Natasa,Medved,Female,(929) 555-0116,,natasa@contoso.com,,Services
CID-301,Individual,VIP,1992-07-12,2019-11-06,True,Daniel,Mengestab,Male,(419) 555-0112,(380) 555-0251,daniel@contoso.com,daniel@fabrikam.com,Sales
CID-302,Individual,VIP,1977-06-11,2019-01-22,True,Emel,Mert,Female,(602) 555-0137,,emel@contoso.com,,Sales
CID-303,Individual,Premium,1971-02-02,2018-04-21,True,Marie,Methot,Female,(404) 555-0144,,marie@contoso.com,,Sales
CID-304,Individual,Premium,1984-04-27,2019-09-06,True,Ariane,Meyer,Female,(912) 555-0134,,ariane@contoso.com,ariane@fabrikam.com,Sales
CID-305,Business,SMB,1931-03-23,2018-01-17,True,Habtu,Michael,Male,(216) 555-0171,,habtu@contoso.com,,Sales
CID-306,Government,Local,1986-06-11,2021-04-20,True,Dominik,Michalski,Male,(586) 555-0153,,dominik@contoso.com,,Services
CID-307,Individual,Standard,1966-08-03,2020-06-02,True,Anna,Michnova,Female,(951) 555-0112,(617) 555-0277,anna@contoso.com,,Sales
CID-308,Individual,Premium,1980-07-29,2019-06-25,True,Aleganesh,Mihertab,Female,(850) 555-0130,,aleganesh@contoso.com,,Sales
CID-309,Business,SMB,1955-09-05,2018-06-20,True,Lisandro,Milanesi,Male,(859) 555-0134,,lisandro@contoso.com,lisandro@fabrikam.com,Sales
CID-310,Individual,Standard,1957-10-16,2019-02-13,True,Martina,Milani,Female,(330) 555-0105,(959) 555-0249,martina@contoso.com,,Sales
CID-311,Individual,Standard,1955-05-03,2020-01-10,True,Davide,Milano,Male,(731) 555-0185,,davide@contoso.com,,Sales
CID-312,Individual,Premium,1938-03-10,2021-11-02,True,Caleb,Miller,Male,(323) 555-0148,(559) 555-0224,caleb@contoso.com,,Sales
CID-313,Individual,VIP,1974-10-21,2021-04-26,True,Jordan,Mitchell,Male,(786) 555-0133,,jordan@contoso.com,,Sales
CID-314,Government,Local,1960-11-27,2020-05-07,True,Joze,Mlakar,Male,(248) 555-0146,,joze@contoso.com,,Services
CID-315,Business,SMB,1951-09-20,2018-08-18,True,Gabriel,Moeller,Male,(206) 555-0189,(360) 555-0266,gabriel@contoso.com,gabriel@fabrikam.com,Sales
CID-316,Individual,Premium,1957-10-26,2018-04-29,True,Coralie,Monjeau,Female,(228) 555-0105,,coralie@contoso.com,,Sales
CID-317,Individual,Premium,1982-09-02,2021-03-25,True,Laura,Montfulleda,Female,(732) 555-0158,,laura@contoso.com,,Services
CID-318,Individual,Standard,1979-11-16,2020-02-23,True,Preston,Morales,Male,(856) 555-0117,,preston@contoso.com,,Services
CID-319,Individual,Premium,1993-08-19,2019-04-10,True,Juan,Morgan,Male,(929) 555-0113,,juan@contoso.com,,Sales
CID-320,Individual,Standard,1942-04-20,2018-04-14,True,Remy,Morris,Female,(215) 555-0106,(601) 555-0287,remy@contoso.com,,Services
CID-321,Individual,Standard,1964-10-05,2019-11-29,True,Rowan,Murphy,Male,(307) 555-0114,,rowan@contoso.com,,Sales
CID-322,Business,SMB,1959-07-21,2018-06-24,True,Rory,Nguyen,Male,(225) 555-0162,,rory@contoso.com,rory@fabrikam.com,Sales
CID-323,Individual,Standard,1953-04-28,2020-01-15,True,Camille,Nicole,Female,(847) 555-0134,,camille@contoso.com,,Sales
CID-324,Individual,VIP,1979-01-23,2021-12-15,True,Franc,Novak,Male,(458) 555-0134,,franc@contoso.com,,Sales
CID-325,Government,Local,1970-03-24,2021-03-03,True,Lidia,Nowakowska,Female,(516) 555-0147,(458) 555-0206,lidia@contoso.com,,Services
CID-326,Business,SMB,1947-04-24,2021-11-15,True,Klara,Nowicka,Female,(307) 555-0123,(601) 555-0250,klara@contoso.com,,Sales
CID-327,Individual,Premium,1965-02-19,2019-10-27,True,Conrad,Nuber,Male,(602) 555-0170,(803) 555-0279,conrad@contoso.com,,Sales
CID-328,Individual,Standard,1980-01-31,2018-02-02,True,Martin,Oblak,Male,(314) 555-0164,,martin@contoso.com,,Sales
CID-329,Individual,Premium,1977-08-13,2018-02-24,True,Engin,Oguz,Male,(970) 555-0135,,engin@contoso.com,,Sales
CID-330,Individual,Standard,1961-05-31,2019-06-03,True,Anna,Ostrowska,Female,(580) 555-0169,,anna@contoso.com,anna@fabrikam.com,Services
CID-331,Individual,VIP,1980-04-30,2020-01-26,True,Roman,Ostrowski,Male,(541) 555-0113,,roman@contoso.com,,Sales
CID-332,Business,SMB,1966-02-20,2018-01-12,True,Brigitte,Otto,Female,(847) 555-0167,,brigitte@contoso.com,,Sales
CID-333,Individual,Standard,1971-11-15,2019-12-21,True,Grace,Owens,Female,(985) 555-0158,,grace@contoso.com,,Sales
CID-334,Individual,Standard,1924-01-17,2019-07-09,True,Derya,Ozcan,Female,(765) 555-0191,(781) 555-0205,derya@contoso.com,,Sales
CID-335,Individual,VIP,1979-11-15,2019-01-08,True,Huseyin,Ozdemir,Male,(717) 555-0103,,huseyin@contoso.com,,Sales
CID-336,Individual,Premium,1985-12-11,2019-04-29,True,Salih,Ozkan,Male,(952) 555-0195,,salih@contoso.com,,Sales
CID-337,Business,SMB,1973-05-25,2020-08-30,True,Ahmet,Ozturk,Male,(843) 555-0165,,ahmet@contoso.com,,Sales
CID-338,Business,SMB,1989-02-03,2021-06-05,True,Olafs,Paegle,Male,(959) 555-0102,,olafs@contoso.com,,Sales
CID-339,Individual,Premium,1950-06-13,2019-09-15,True,Imelda,Pagnotto,Female,(860) 555-0107,,imelda@contoso.com,,Sales
CID-340,Individual,Standard,1954-03-21,2018-11-03,True,Irma,Palermo,Female,(941) 555-0114,(952) 555-0202,irma@contoso.com,,Sales
CID-341,Individual,VIP,1964-10-19,2019-04-02,True,Ariane,Panetier,Female,(657) 555-0130,(716) 555-0277,ariane@contoso.com,,Sales
CID-342,Individual,Standard,1962-04-17,2018-06-09,True,Olga,Panicucci,Female,(740) 555-0144,,olga@contoso.com,,Sales
CID-343,Individual,Standard,1994-04-06,2018-11-27,True,Aled,Parri,Male,(914) 555-0170,(318) 555-0255,aled@contoso.com,aled@fabrikam.com,Sales
CID-344,Individual,Standard,1960-07-18,2020-02-15,True,Anne,Patel,Female,(469) 555-0156,(702) 555-0219,anne@contoso.com,,Sales
CID-345,Individual,Premium,1922-09-04,2018-08-13,True,David,Paulet,Male,(956) 555-0173,(775) 555-0258,david@contoso.com,,Sales
CID-346,Individual,Premium,1953-12-12,2020-09-09,True,Petra,Pavlic,Female,(816) 555-0117,,petra@contoso.com,,Services
CID-347,Individual,Standard,1968-04-24,2019-12-30,True,Jerzy,Pawlak,Male,(731) 555-0192,,jerzy@contoso.com,,Services
CID-348,Individual,Premium,1978-08-12,2020-12-04,True,Marek,Pawlowski,Male,(330) 555-0197,,marek@contoso.com,,Sales
CID-349,Individual,Premium,1977-12-07,2021-05-22,True,Rene,Pelletier,Male,(657) 555-0144,(727) 555-0234,rene@contoso.com,,Sales
CID-350,Individual,Premium,1971-08-10,2020-12-18,True,Michael,Peltier,Male,(609) 555-0168,,michael@contoso.com,,Sales
CID-351,Individual,Standard,1968-10-25,2019-10-06,True,Matjaz,Petek,Male,(516) 555-0103,(470) 555-0206,matjaz@contoso.com,matjaz@fabrikam.com,Sales
CID-352,Business,SMB,1955-09-13,2019-09-08,True,Gebhard,Peters,Male,(425) 555-0122,,gebhard@contoso.com,,Sales
CID-353,Individual,Premium,1956-04-18,2018-07-14,True,Romain Petit,Petit,Male,(207) 555-0131,,romain petit@contoso.com,,Sales
CID-354,Individual,Standard,1921-05-04,2019-05-04,True,Nina,Petric,Female,(478) 555-0117,,nina@contoso.com,,Services
CID-355,Individual,Standard,1972-07-06,2018-06-06,True,Jayden,Phillips,Female,(925) 555-0139,,jayden@contoso.com,,Sales
CID-356,Individual,VIP,1981-08-11,2019-09-02,True,Ortensia,Piazza,Female,(434) 555-0172,(701) 555-0262,ortensia@contoso.com,ortensia@fabrikam.com,Services
CID-357,Individual,VIP,1931-07-21,2021-06-03,True,Anna,Pidecabanyes,Female,(815) 555-0173,,anna@contoso.com,,Sales
CID-358,Individual,Standard,1955-08-14,2019-02-16,True,Isotta,Pinto,Female,(773) 555-0105,,isotta@contoso.com,,Sales
CID-359,Government,Local,1978-02-05,2021-05-13,True,Maria,Piotrowska,Female,(503) 555-0162,,maria@contoso.com,maria@fabrikam.com,Services
CID-360,Individual,Premium,1973-05-24,2021-01-07,True,Barbara,Pirc,Female,(478) 555-0110,,barbara@contoso.com,,Sales
CID-361,Individual,Standard,1948-09-21,2018-05-04,True,Ritums,Podnieks,Female,(434) 555-0103,,ritums@contoso.com,,Sales
CID-362,Individual,Standard,1958-01-18,2019-04-16,True,Jiri,Polak,Male,(989) 555-0182,,jiri@contoso.com,,Sales
CID-363,Individual,Standard,1957-09-07,2021-05-26,True,Zuzana,Polaskova,Female,(775) 555-0169,,zuzana@contoso.com,,Sales
CID-364,Individual,Premium,1966-01-24,2019-05-31,True,Matiass,Polis,Male,(973) 555-0121,(508) 555-0213,matiass@contoso.com,matiass@fabrikam.com,Sales
CID-365,Government,State,1965-12-26,2021-02-01,True,Marko,Potocnik,Male,(720) 555-0183,,marko@contoso.com,,Services
CID-366,Individual,Standard,1960-06-17,2019-01-28,True,Joseph,Price,Male,(608) 555-0110,,joseph@contoso.com,,Sales
CID-367,Government,Local,1993-06-02,2021-09-21,True,Libuse,Prikrylova,Female,(870) 555-0102,,libuse@contoso.com,,Services
CID-368,Government,Local,1978-05-02,2019-08-31,True,Joana,Puigxoriguer,Female,(401) 555-0186,,joana@contoso.com,,Services
CID-369,Individual,Premium,1997-10-02,2020-09-06,True,Ilgonis,Purmals,Female,(920) 555-0196,,ilgonis@contoso.com,,Sales
CID-370,Individual,Standard,1948-07-22,2018-06-27,True,Majda,Pusnik,Female,(224) 555-0172,(314) 555-0277,majda@contoso.com,,Sales
CID-371,Individual,Standard,1952-08-06,2021-09-16,True,Rosa,Pérez,Female,(940) 555-0173,,rosa@contoso.com,,Sales
CID-372,Individual,Premium,1989-03-19,2021-03-12,True,Jesus,Quispe,Male,(409) 555-0146,(251) 555-0214,jesus@contoso.com,,Sales
CID-373,Individual,Standard,1967-07-21,2019-06-24,True,Bozena,Radova,Female,(352) 555-0146,,bozena@contoso.com,,Sales
CID-374,Individual,Premium,1995-04-22,2018-10-05,True,Riley,Ramirez,Male,(904) 555-0186,(405) 555-0202,riley@contoso.com,,Sales
CID-375,Individual,Standard,1959-05-15,2018-08-21,True,Hollie,Rees,Female,(254) 555-0124,,hollie@contoso.com,,Sales
CID-376,Individual,Standard,1971-11-29,2021-01-18,True,Marta,Reixachdamunt,Female,(843) 555-0124,,marta@contoso.com,,Sales
CID-377,Business,SMB,1971-10-17,2021-05-07,True,John,Rhys,Male,(385) 555-0177,(716) 555-0231,john@contoso.com,,Sales
CID-378,Individual,Premium,1974-08-30,2018-12-28,True,Tomas,Richardson,Male,(430) 555-0140,,tomas@contoso.com,,Sales
CID-379,Business,Premier,1955-01-10,2019-03-17,True,Blaise,Richer,Male,(240) 555-0177,,blaise@contoso.com,,Sales
CID-380,Individual,Premium,1993-07-20,2018-01-26,True,Luca,Richter,Male,(508) 555-0147,(267) 555-0261,luca@contoso.com,,Sales
CID-381,Individual,Standard,1949-11-19,2018-01-25,True,Maksims,Riekstins,Male,(812) 555-0109,(440) 555-0281,maksims@contoso.com,,Sales
CID-382,Individual,Premium,1988-08-12,2021-11-18,True,Clara,Rieradevall,Female,(443) 555-0174,,clara@contoso.com,,Sales
CID-383,Individual,Standard,1975-12-28,2019-05-22,True,Nathan,Rigby,Male,(213) 555-0184,,nathan@contoso.com,,Sales
CID-384,Business,SMB,1962-05-08,2021-08-17,True,Jerome,Rivard,Male,(775) 555-0144,,jerome@contoso.com,jerome@fabrikam.com,Sales
CID-385,Business,Premier,1952-08-18,2021-09-24,True,Amari,Rivera,Female,(769) 555-0163,,amari@contoso.com,amari@fabrikam.com,Sales
CID-386,Business,SMB,1979-06-12,2018-09-24,True,Maya,Robinson,Female,(337) 555-0101,(769) 555-0277,maya@contoso.com,,Sales
CID-387,Individual,Standard,1983-03-13,2019-04-06,True,Andree,Rocher,Female,(515) 555-0141,,andree@contoso.com,,Sales
CID-388,Individual,Standard,1928-11-08,2019-04-01,True,Hazel,Rodriguez,Female,(318) 555-0174,,hazel@contoso.com,,Services
CID-389,Business,SMB,1971-01-23,2021-10-15,True,Juana,Rojas,Female,(928) 555-0117,,juana@contoso.com,,Sales
CID-390,Business,SMB,1962-12-16,2020-12-27,True,Benito,Romani,Male,(714) 555-0189,,benito@contoso.com,benito@fabrikam.com,Sales
CID-391,Government,State,1995-06-14,2020-10-03,True,Valeria,Romano,Female,(601) 555-0105,,valeria@contoso.com,,Services
CID-392,Individual,Standard,1967-09-12,2020-05-12,True,Henry,Ross,Male,(847) 555-0147,,henry@contoso.com,,Sales
CID-393,Individual,VIP,1983-01-31,2021-12-06,True,Kazimirs,Roze,Female,(401) 555-0159,,kazimirs@contoso.com,,Sales
